0594154 0376950 0051615 0197834 0572256 0269091 0031957 0158475 1055304	CLASS=VIDEO
0612638 0918837 0727209 0995962	CLASS=NOVEL
0629694	CLASS=OTHER
0694263 0588522 0456713 0792288 0509847 0762000	CLASS=TRAVEL
0678219 1112246 0647254	CLASS=VIDEO
0381742 0479741	CLASS=VIDEO
0441517 0077243 0858022	CLASS=OTHER
0701712 0653835 0331671 0072887 0999132 0727209 0907635	CLASS=NOVEL
0788313 0280288	CLASS=VIDEO
0335506 0398838	CLASS=TRAVEL
1015995 1000519 1041512 0736121	CLASS=NOVEL
1009727 0836327 0781505 0949328 0231817 0329263 0836327	CLASS=NOVEL
0441517 0989728 0021215 0828628 0269091	CLASS=VIDEO
0123479 0162607 0631387 0825705 0005799 0679140 0401401	CLASS=LOTTERY
1044672 1072241 0092620 0584635 1046420 0642444 0449931	CLASS=VIDEO
1126966 0921116 0174335	CLASS=VIDEO
0208773 0631387 0011134 1000519 0056352 0825705 0005799 0679140 0401401	CLASS=LOTTERY
1062359 0508312	CLASS=VIDEO
0263574 0530374	CLASS=OTHER
0727209 0033554 1091164 1047250	CLASS=VIDEO | CLASS=NOVEL
0706059 0933448 0603426 1080915	CLASS=GAME
0726054 0509847 0762000 0694263 0588522 0456713 0762000 0664000 0694263	CLASS=TRAVEL
0608620 0289703 0051615	CLASS=VIDEO
0894960 0369539 0686684 0641909	CLASS=VIDEO
0040402 0655567 0905407 0755324 0444248 0642444 0449931 0748782 0246396	CLASS=VIDEO
0381877 0878247 0781505 0169367	CLASS=GAME
0790797 0942375 0385331	CLASS=VIDEO
0412439 0869266 0563302 0509847 0283234 0401268 0923912 1071079 0478926 0886711 0770907 0631276	CLASS=GAME
0867570 0620445	CLASS=VIDEO
0977270 0449930 0291357 0905407 0158475 0785637	CLASS=VIDEO
0717416 0717416 0527065 0013682	CLASS=VIDEO
0678219 0654300 0239598	CLASS=VIDEO
0694263 0095986 0631387 0762000	CLASS=LOTTERY
0957501 0690587 0546302 0162607 0162607	CLASS=VIDEO
0087837 0730853 0654300 0974387	CLASS=VIDEO | CLASS=GAME
0645130 0097217	CLASS=VIDEO
0460925 0010782 0590916 0718962	CLASS=VIDEO
0771388 0727209 0162820 0042895	CLASS=GAME
0080861 0484948 0855657 0464472 0036757	CLASS=LOTTERY
0333357	CLASS=VIDEO
0788690 0588522 0123481 1039257 0809167 0934701 0665839 0999132	CLASS=VIDEO
0110184 0162820 0042895	CLASS=GAME
0924947 0190623 1124788	CLASS=VIDEO
0857574 0923912 1010138	CLASS=OTHER
0592768 0893274 0412439	CLASS=VIDEO | CLASS=GAME
0563173 0276577 0059339 0985658 1044672 1047250	CLASS=GAME
0590916 0718962 0861055 0931307 0429863 1055304 0748782 0246396	CLASS=VIDEO
0880931 0444946 0694263 1075349 0898231 1125012	CLASS=OTHER
0729005 0517582 1001253	CLASS=VIDEO
0836327 0540595 0826066 0085828 0231073	CLASS=VIDEO | CLASS=GAME
0826184 0038289 0491936 0335506	CLASS=VIDEO
0626366	CLASS=VIDEO
0072422 1041723 0896785 0468904 1046420	CLASS=GAME
1020336 0792288 0509847 0762000 0694263 0588522 0456713 0762000 0664000 0694263	CLASS=TRAVEL
0977270 0546302 0291357 1080915 1034530	CLASS=VIDEO
0721471 0472053	CLASS=VIDEO
1031829 0978714	CLASS=VIDEO
0654883 0999132 0405761 0814520 0506724 0208773	CLASS=OTHER
1098769 0486209 0175747 0065698 0348143	CLASS=NOVEL
0591028 0120717 0894386	CLASS=VIDEO
0975172 0651381 0856139	CLASS=VIDEO
0420903 0264747 1046420	CLASS=GAME
0706184 0954559	CLASS=VIDEO
1059968 0399721 0727209 0995962	CLASS=NOVEL
1007426 0264747 0381742 0412439 0339875 0377791	CLASS=GAME | CLASS=VIDEO
0491936 0162820 0376526 1001484 0439733	CLASS=VIDEO
0329263 0329263 0163822	CLASS=OTHER
0591028 1041723 0503562	CLASS=VIDEO
0836327 0540595 0826066 0085828 0377791	CLASS=VIDEO | CLASS=GAME
0412439 0869266 0194326 0509847 0231073	CLASS=VIDEO | CLASS=GAME
0208773 0631387 0417191	CLASS=LOTTERY
0226989 1076825 0727209 0995962	CLASS=NOVEL
0591028 0226282	CLASS=VIDEO
1007426 0624210	CLASS=NOVEL
0078021 0911248 0664000 0005685	CLASS=NOVEL
0208773 0425984 0631387 0762000 0011134 1000519 0056352 0825705 0005799 0679140 0401401	CLASS=LOTTERY
0080626 0126607 0429079	CLASS=NOVEL
0295063 0706287 0339875 0381742	CLASS=VIDEO
0729005 0754615 0726054 0509847 0129267 0694263 0588522 0456713 0762000	CLASS=TRAVEL
0949328 0767086 0291357 0201314 0423400	CLASS=VIDEO
0855657 0362709 0077243 0867811 0694263 0950821 0097217	CLASS=OTHER
0923912 0486209 0578107	CLASS=VIDEO
0777373 0440933 0809984 0727209 0162820 0042895	CLASS=GAME
0631387 1105456 0694263	CLASS=LOTTERY
0706059 0933448 0767086 0905407	CLASS=GAME
0909598 0885807 0700737 0499825 0834312	CLASS=VIDEO
0700737 0499825 0834312 0303705 0744063 0690587	CLASS=VIDEO
1013621 0105207 0105207	CLASS=VIDEO
1080915 0509847 0762000 0553058 0387202	CLASS=TRAVEL
0728231 0242833 1023598 0918837 0231073	CLASS=GAME
0286460 0286460 0733318	CLASS=OTHER
1041512 0718963 0147382 0546639 0041297 0458228	CLASS=GAME
0031957 0718962 0208773 0425984 0631387 0762000 0011134 1000519 0056352 0825705 0005799 0679140 0401401	CLASS=LOTTERY
0593116 0118175 0553058 0387202 0830914 0283234	CLASS=OTHER
1009727 0836327 0781505 0361819	CLASS=VIDEO
1039257 0054135 0520794	CLASS=VIDEO
1099708 0000452 0291357 0686684 0329263 0031957 0158475 1055304	CLASS=VIDEO
0977270 0260530 0291357 0424184 0085828 0162820 0042895	CLASS=GAME
1087601 0196279 0592426 0193543	CLASS=VIDEO
0123832 0373619 0218376	CLASS=VIDEO
0381742 0616057 0041297 0458228	CLASS=GAME
0082020 0954559 1065334	CLASS=VIDEO
0727209 0124393	CLASS=VIDEO
0483592 0790109 0275291	CLASS=VIDEO
0584421 0374599 1108513 0694263 0085828 0762000 0553058 0387202	CLASS=TRAVEL
0913398 0765595 0765595	CLASS=VIDEO
0584421 0374599 0694263 0194326 0085828 0762000 0553058 0387202 0260395 0456713	CLASS=TRAVEL
0969495 1007426	CLASS=GAME
0432248 0437326 0781505 0003137 0448696 0578321 0988596	CLASS=VIDEO
0297512 0758690 0291357 0610559 0138873	CLASS=NOVEL
0716137 0715634	CLASS=VIDEO
0727209 0629247 0194326	CLASS=VIDEO
0792288 0509847 0129267	CLASS=OTHER
0767086 0009291 0715282 0022425	CLASS=VIDEO
0554029 0335506 0578107	CLASS=VIDEO
0819974 1129726 1123536 0785637	CLASS=VIDEO
1056748 0267839	CLASS=OTHER
0033015 0346461 0754503	CLASS=VIDEO
0230924 0230924 0378561 0322801 0902547 0332686 0332686	CLASS=VIDEO
0483346 0718962 0033554 1091164 1047250	CLASS=GAME
0415536 0518028	CLASS=VIDEO
0999132 1091164 1041512 0307664	CLASS=NOVEL
1113504	CLASS=OTHER
0765595 0376950 0425984 0335506 0291357 0770907 1087601	CLASS=VIDEO
0064665 0005685	CLASS=GAME
0162607 0056352 0855657 0678562 0196280 0478926	CLASS=VIDEO | CLASS=GAME
0540595 0517908 0727209 0162820 0042895	CLASS=GAME
0851114 0994614 0825705 0361819	CLASS=VIDEO
0203267 0690587 0592426 0193543	CLASS=VIDEO
0884284 0287244 1005756	CLASS=VIDEO
0771245 0624210	CLASS=NOVEL
0703169 0315215 0093181	CLASS=VIDEO
0905407 0818853	CLASS=OTHER
0664000 0318374 0819974 0913514	CLASS=NOVEL
0740310 1007426 0817893 0896559 1047250	CLASS=VIDEO
0613003 0698108 0359310 0056352 0708439	CLASS=GAME
0255587 1118814 0546639 0696050	CLASS=GAME | CLASS=VIDEO
0415536 0590347 0148654	CLASS=VIDEO
0631729 0098367 0162820 0042895 1047250	CLASS=VIDEO | CLASS=GAME
0951375 0302946 0614607	CLASS=NOVEL
0415536 1109547 0425984	CLASS=VIDEO
0573765 1062359 1057399 0363098	CLASS=VIDEO
0649767 0398838	CLASS=TRAVEL
0909598 0909598 0750919	CLASS=GAME
0010782 0409707 0878719 0588086	CLASS=NOVEL
0578321 0988596 0597211	CLASS=VIDEO
1014832 0612638 0726054 0509847 0762000 0959886 0694263	CLASS=TRAVEL
1045079 0706287 1075910 0690587 0733318 0588522 0295063	CLASS=VIDEO
0503562 0517458 0647253	CLASS=VIDEO
0552341 0944743 0816140	CLASS=VIDEO
0902547 0307900	CLASS=VIDEO
0836327 0540595 0826066 0085828 0875138	CLASS=VIDEO | CLASS=GAME
0592059 0478926 1047250	CLASS=LOTTERY
0819974 1000519 0369326 0506612 1047250	CLASS=GAME
0678562 0256385 1062359 0781505 0218743 0836656 0678562 0896559 1034216 0035110 0546639	CLASS=VIDEO
1023687	CLASS=VIDEO
0459771 0878719 0372805	CLASS=VIDEO
0221986 0057045 0863141 0295063 0733318 0690587	CLASS=VIDEO
0322113	CLASS=OTHER
0269091 0003490	CLASS=VIDEO
0664000 0005685	CLASS=NOVEL
1039257 0613002 1103910 0705926	CLASS=VIDEO
0918500 0362709 0318374 1055086 0174229 0623444 0613003 0861412 0068757 1080915	CLASS=OTHER
0169019 0001441	CLASS=VIDEO
0645576 0425984 0335506	CLASS=VIDEO
0772486 1041512 0718963 0147382 0546639	CLASS=VIDEO
1034216 1047250 1055194 0435462 0881718 0894960 0222565 1034216 0590916 1055194	CLASS=VIDEO
0856139 0050236 1023598 0918837 0664000 0267839 0736121 0252531	CLASS=OTHER
0225602 0766261 0074446	CLASS=VIDEO
0424184 0085828 0162820 0042895 0592059 0603426 0429079	CLASS=GAME
0295063 0706287 0255587 1118814 0907635 0781505 0792288 0781505 0951375 0614607	CLASS=VIDEO | CLASS=NOVEL
0629247 0002222 0715282 0162820 1054331 0223805	CLASS=OTHER
0936552	CLASS=OTHER
0401268 1062359	CLASS=GAME
0162820 0042895 0592059 0603426 0429079	CLASS=GAME
1041512 0144087 0287244 0954559	CLASS=OTHER
0729005 1000951	CLASS=VIDEO
1014832 0718963 0559769 0103405 1124788	CLASS=VIDEO
1001253 0925627	CLASS=VIDEO
0792288 0449931 0691055 0029909 0718962 0309374 1055304	CLASS=VIDEO
0728231 0242833 0329263 0836327	CLASS=GAME
0858854 0198188 0855657 0578321	CLASS=OTHER
0122579 0113476 0398838 1078130	CLASS=TRAVEL
0933448 0352727	CLASS=VIDEO
0123481 0308924 0219750 0372805 0836656	CLASS=VIDEO
0754262 1078130 0031957 0123481 0210246 0291357 0162607 0591028 0215453	CLASS=VIDEO
0836327 0068757 0855657 0899669 0699511 1034216 0639760 1055194	CLASS=VIDEO
0606334 0727209 0048916	CLASS=VIDEO
0003252 1034530 0339875 0995962	CLASS=VIDEO | CLASS=NOVEL
0265827 1096382 0188942	CLASS=OTHER
0031957 1065334 0727209 1040473 0878719	CLASS=VIDEO
0276577 0911248 0255587 1118814 0907635	CLASS=NOVEL
0049361 0225057 0738061	CLASS=VIDEO
0626761 0427568 0297735	CLASS=VIDEO
0524332 0233333 0802318	CLASS=VIDEO
0033554 0501738 0612638 0584421 0374599 1108513 0346881	CLASS=VIDEO
0478926 0509847 0033554 0115430 0948266 0117972 0762000 0130933 0553058 0387202 0708439	CLASS=TRAVEL
0303705 0704876 0647254 0148519	CLASS=VIDEO
0709617 0631387 0855657 0464472 0036757	CLASS=LOTTERY
0612180 0282422 1059489	CLASS=GAME
0208773 0928787 0709617 0631387	CLASS=LOTTERY
1124322 0905407	CLASS=VIDEO
0592426 0718962 0371451 0781262 0123481 0501843 0673355 1112955	CLASS=VIDEO
0718962 0287244 0398838 1078130	CLASS=TRAVEL
0707298 0727209 0051615 0781505 0754262	CLASS=VIDEO
0634309 0647253	CLASS=VIDEO
1109332	CLASS=VIDEO
0694263 0095986 0162820 0042895	CLASS=GAME
1025301 0529627 0610559 0138873	CLASS=VIDEO
0287244 0826184 0989834 1076030 1038686	CLASS=VIDEO
0218375 0374600 0381742 0616057	CLASS=VIDEO
0563173 0276577 0059339 0985658 1044672	CLASS=GAME
1001484 0738061 0266555 0329263	CLASS=NOVEL | CLASS=VIDEO
0704876 0388397 0491936 0335506	CLASS=OTHER
1112004	CLASS=VIDEO
0703169 0902547	CLASS=VIDEO
0031957 0718962 0768232 0834312	CLASS=GAME
0999132 0586202 0668936 1123536	CLASS=VIDEO
0880931 0878719 0464472	CLASS=OTHER
1030335 0195592 0269091	CLASS=VIDEO
1012920 0437326 0989834 0436433 0774743 0047308 0255587	CLASS=VIDEO
0401268 0923912 1071079 0478926 0886711	CLASS=GAME
1041512 0750919	CLASS=GAME
0594154 0904305 0591028 1020765	CLASS=VIDEO
1078130 0781505 0197721 0138873	CLASS=VIDEO | CLASS=NOVEL
0437326 0335506 1038686 0295464	CLASS=OTHER
0785637 0269091 0921116 0174335	CLASS=VIDEO
0581561 0444946 0312896 1097310 1123536 0875138	CLASS=VIDEO
0987337	CLASS=OTHER | CLASS=GAME
0399721 0607524 0054135 0009291	CLASS=VIDEO
0884284 0992272	CLASS=VIDEO
0792288 1055086 0905407 1009852	CLASS=VIDEO
0041297 0458228	CLASS=GAME
0491936 0161381 0808614 0976685 0855657 0578321	CLASS=OTHER
0501843 0505643	CLASS=VIDEO
0703169 1084705 0557670	CLASS=VIDEO
0417191 0750813 0396059	CLASS=LOTTERY
0225602 0989269	CLASS=VIDEO
0337103 0564213 0033554 1078130 0291357 0694599 0686684	CLASS=VIDEO | CLASS=NOVEL
0738061 0348145	CLASS=VIDEO
0156858 0444248 0836656 0447686	CLASS=VIDEO | CLASS=NOVEL
0415536 1084705 0147844	CLASS=VIDEO
0082020 0001441 0002023	CLASS=VIDEO
0590916 0718962 0641806 0379486	CLASS=GAME
0399721 0464472 0464472	CLASS=OTHER
0588522 0241068 0552341 0974721	CLASS=GAME
0964508 0084330 0612638 0918837 0770907 0631276	CLASS=GAME
1038686 0222565 0792514	CLASS=OTHER
0415536 0962407	CLASS=VIDEO
0436433 1098551 0062443	CLASS=OTHER
0276577 0022425 0196279	CLASS=VIDEO
0415536 0718961	CLASS=VIDEO
0651381 0607524 0836971 0002222	CLASS=NOVEL
0293562 0172536 0642444 0449931	CLASS=VIDEO
0188342 0654765 0817893 0896559 1047250	CLASS=VIDEO | CLASS=GAME
0642639 0181338	CLASS=VIDEO
0360778 0918499 0965427 1041512 0222680 0260395 0873441	CLASS=OTHER
1098769 0393858 0649767	CLASS=VIDEO
0415536 0095986 0620445	CLASS=VIDEO
0727209 0033554 1091164 0875138	CLASS=VIDEO | CLASS=NOVEL
0395007 0641312	CLASS=VIDEO
0308130 0312896 0792288 0781505 0785637 1034216 0008174 1055194 0055904	CLASS=NOVEL | CLASS=VIDEO
0401401 0401401 0295401 0412439 0339875	CLASS=VIDEO
0123481 0882364 0846135 0828628	CLASS=VIDEO
0162607 0673018 0678562 0696050	CLASS=VIDEO | CLASS=GAME
1001484 1000290 0546194 0256385	CLASS=VIDEO
1108513 0851713 0544340 0870273	CLASS=VIDEO
1030085 0197078	CLASS=VIDEO
0438451 1103806	CLASS=VIDEO
1080828	CLASS=OTHER
0301817 0329263	CLASS=VIDEO | CLASS=GAME
0937637 0458449	CLASS=OTHER
0700737 0499825 0834312 0690587 0057045 0706287 1001937 0655567 0291357 0546194 0464472	CLASS=VIDEO
0169570 0701712 0291357 0999132 0658308	CLASS=VIDEO
0497856	CLASS=OTHER
0057045 1039030 0771245 0588637	CLASS=NOVEL
0564213 0193543	CLASS=VIDEO
0452202 0622203	CLASS=VIDEO
0415536 0850372	CLASS=VIDEO
0591028 0306220 0112464	CLASS=VIDEO
1005528 0437327 1124788	CLASS=NOVEL
0865344 0410579 0782055 0062443	CLASS=VIDEO | CLASS=GAME
0594153 1101399	CLASS=VIDEO | CLASS=GAME
0649767 0920200 0040630 0999132	CLASS=NOVEL
0318487 0148283 1075909	CLASS=VIDEO
0809167 0934701 0199907 0748782 0158475	CLASS=VIDEO
0855657 0448696 0524558 0829335	CLASS=NOVEL
0554029 0746161 0999132 0142442	CLASS=NOVEL | CLASS=VIDEO
0059339 0598976	CLASS=VIDEO
1090581 1065437 0842852 0105540	CLASS=GAME
0437327 0654765 0178742 0836327	CLASS=VIDEO
0432248 0437326 0003137 0448696	CLASS=VIDEO
0492629 0667003 0215453	CLASS=VIDEO
0610683 0836327 0781505 0318374 1047250	CLASS=GAME | CLASS=VIDEO
0308130 0312896 0792288 0781505 0785637 1034216 0008174 1055194 0390691	CLASS=NOVEL | CLASS=VIDEO
0456713 0762000 0694263 1020336	CLASS=TRAVEL
0703169 1001937 0987489	CLASS=VIDEO
0951375 0048916	CLASS=VIDEO
1078130 1018473 0626761	CLASS=VIDEO
0923912 0199321 0563980 0590916	CLASS=VIDEO
0236393 1077403 0291357 0777373 1112246	CLASS=VIDEO
1018473 0880931 0170218	CLASS=VIDEO
1041723 0836327 0329263 0059924 0694263 0283460 1084582 0654884 1013621 0133063	CLASS=OTHER
0591028 0563980	CLASS=VIDEO
0080861 0329263 0394890 0388397	CLASS=VIDEO
1041512 0955367	CLASS=VIDEO
0771245 0576480	CLASS=VIDEO
0441517 0161381 0855657 0578321 0761203 0329263 0455351 0444248 1074353	CLASS=OTHER
0162607 0162607	CLASS=VIDEO
0737465 0118287 0918499	CLASS=VIDEO
0014376 0747808 0694263 0085828 0762000 0260395 0456713	CLASS=TRAVEL
0375517 0845794 1108513	CLASS=VIDEO
0878719 0878719	CLASS=VIDEO
0295063 0888307 0318374 0588522 0123481 0733318 0690587 0880931 0444946 0449931 0593913	CLASS=VIDEO
0235030 0836656 0750919 0750919	CLASS=VIDEO
0612180 0009291 0483346 0718962	CLASS=NOVEL
0613003 0698108 0359310 0056352 0597211	CLASS=GAME
0793919 0793919 0817893 0054135 1034216 0035110 0546639	CLASS=VIDEO | CLASS=NOVEL
0855657 0464472 0036757 0260395 0464741	CLASS=LOTTERY
0168673 0028912 1014832 0061517 0748782 0246396 0706184 1111901	CLASS=VIDEO
0255587 1118814 0546639 0696050 1046420	CLASS=VIDEO | CLASS=GAME
0123479 0867569 0701814 0170218	CLASS=VIDEO
0050236 0685033 1071079 0335506 0287572 0203267 0910802	CLASS=VIDEO
0491936 0491936	CLASS=GAME
0705117 0497892 0491936 0162820	CLASS=VIDEO
0348504 1037615 0881718	CLASS=VIDEO
0855657 0464472 0036757 0031957 0005799 0199907 0994404	CLASS=LOTTERY
0349223 1027000 0033554 1091164 0748782 0246396	CLASS=VIDEO
1065334 0031957 0847385 0426593 0855657 0578321	CLASS=OTHER
1069376 0857574 1014832 0857574 0788690	CLASS=NOVEL
1125012 0376950 0038289 0616203 1041512	CLASS=VIDEO
0266259	CLASS=VIDEO
0952422 1103806 0836327 0612641 1055086	CLASS=VIDEO
1047420	CLASS=VIDEO
0590916 0718962 0896559	CLASS=NOVEL
0193856 0981050	CLASS=VIDEO
0503106 1044672 0377791	CLASS=VIDEO
0417386 1092846 0836327 0068757 0489342 0176703 0346881 0690587	CLASS=VIDEO
0483592 0595031 0458449	CLASS=VIDEO
0302032 0781505 0158475	CLASS=VIDEO
0115752 0444371 0002222	CLASS=OTHER
0172536 0930838 0610853 0686684 0861055 0938754 0558972 0123481 0782054 0210246	CLASS=VIDEO
0855682 0105324 0231073	CLASS=LOTTERY
0059339 0098132	CLASS=OTHER
0451188 0792288 0509847 0762000	CLASS=TRAVEL
0880931 0475048 1014832 1007426 0123481 0772486 0118175 1117219	CLASS=NOVEL
0272752 0977402 0781505 0264747	CLASS=NOVEL
0192736 0570205	CLASS=VIDEO
0360297 0002222 0658067 0289950	CLASS=VIDEO | CLASS=NOVEL
1025301 0398838	CLASS=TRAVEL
0591028 0148654 0836327	CLASS=VIDEO
1080915 0071966 0781505 0162607	CLASS=VIDEO
0461146 0632476 1005756	CLASS=VIDEO
0460925 0679140 0029909 0377791	CLASS=VIDEO | CLASS=GAME
0664000 1007426	CLASS=NOVEL
0910802 0664446 0338740	CLASS=VIDEO
0884284 0129155 0001441	CLASS=VIDEO
0128578 1051825 0783788 0100753 0638284	CLASS=VIDEO
0029589 0334716 0334716	CLASS=VIDEO
0664000 1000290 0123481 0772486 0118175 1117219	CLASS=NOVEL
0979162 0082020 1054331 0223805 0411526 0910802	CLASS=VIDEO
1048528 0839115 0872080 0540595 0040630 0010782 0438451	CLASS=VIDEO
0631729 0437327 0162820 0042895	CLASS=GAME
0879952	CLASS=OTHER
0729914 0593913 0581561	CLASS=OTHER
0080861 0484948 0479957 0685033 0626761 0256385	CLASS=VIDEO
0530730 1021914	CLASS=VIDEO
0144463 0860630	CLASS=VIDEO
0548737 0781505 0501738	CLASS=VIDEO
0826184 0441517 0022425	CLASS=VIDEO
0706184 0557561 0456713 0762000	CLASS=TRAVEL
0733318 0607524 0881718 0578321 0986215	CLASS=VIDEO
0442280	CLASS=OTHER
0350341 0530731	CLASS=VIDEO | CLASS=GAME
0727209 0910802 1108513	CLASS=VIDEO
1062359 0035110 0313799	CLASS=VIDEO
0483592 0882364	CLASS=VIDEO
0335034 0698342 0197834 0572256 0123481 0546194 0123481 0517582 0605542	CLASS=VIDEO
0436433 0392342 0886711 0989834 0235030 0425984 0886711	CLASS=VIDEO
0729914 0566950 0040854 0694263 0020370	CLASS=OTHER
0659936 0733318 0437555	CLASS=VIDEO
0256385 1071079 0448696 0424184 0085828 1055304	CLASS=GAME
0385750 0050236 1062359 0718962 0855657 0440036 0103405	CLASS=VIDEO
0489950 0727209 0162820 0042895	CLASS=GAME
0782054 0902547 0621540 1025301 0388397 0546302 0690587	CLASS=VIDEO
0276577 0958285 0424184 1034216 0999132 1055194 0956229	CLASS=GAME | CLASS=VIDEO
0898231 1044672 1124788	CLASS=VIDEO | CLASS=NOVEL
0709617 0623444 0631387 0762000 0855657 0464472 0036757 0825705 0005799 0679140 0401401	CLASS=LOTTERY
0003252 1105456 0264747 0054135	CLASS=VIDEO
0172536 0559769 0553058 0387202 1128794 0559769	CLASS=OTHER
1039829 0896559	CLASS=VIDEO
0588086 1040473	CLASS=VIDEO
0703169 0681140	CLASS=VIDEO
0792514 1017432 0169367 1034216 0999132 1055194	CLASS=VIDEO
0771245 0412439 0727209 0995962	CLASS=NOVEL
0624792 0401401 1090580 1090580 0546302	CLASS=GAME
0613003 0698108 0359310 0056352 0090805	CLASS=GAME
0439627 0222565 1009606 0546194 0781262	CLASS=VIDEO
0264747 0401268	CLASS=VIDEO
1124267	CLASS=VIDEO
0546194 0858022 0027551 0961739 1039257 1055304	CLASS=OTHER
0951375 0355664 0228001 1041512	CLASS=NOVEL
